,PARTICIPANT_ID,Y1_LOGISTIC,Y1_NAIVEBAYES,Y2_REGRESSION
95,95,1.0,1.0,4:37:19
96,96,0.0,0.0,4:30:36
97,97,0.0,0.0,4:21:18
98,98,1.0,1.0,3:52:56
99,99,0.0,1.0,4:40:19
100,100,1.0,0.0,4:54:09
101,101,0.0,0.0,3:42:35
102,102,0.0,0.0,4:33:37
103,103,0.0,0.0,3:43:54
104,104,0.0,0.0,4:30:05
105,105,0.0,0.0,5:00:31
106,106,0.0,0.0,4:16:12
107,107,1.0,1.0,4:42:04
108,108,0.0,0.0,4:48:50
109,109,1.0,1.0,4:33:35
110,110,0.0,1.0,4:30:45
111,111,0.0,0.0,4:45:36
112,112,1.0,1.0,4:15:42
113,113,0.0,1.0,3:54:29
114,114,1.0,0.0,4:22:39
115,115,0.0,1.0,5:05:20
116,116,0.0,0.0,4:34:54
117,117,0.0,0.0,4:39:51
118,118,1.0,1.0,4:40:11
119,119,1.0,1.0,4:19:00
120,120,0.0,0.0,4:15:29
121,121,0.0,0.0,5:04:51
122,122,0.0,0.0,4:54:39
123,123,0.0,0.0,4:55:50
124,124,0.0,1.0,3:58:26
125,125,0.0,0.0,4:31:06
126,126,0.0,0.0,4:39:12
127,127,0.0,0.0,4:58:16
128,128,0.0,0.0,4:50:14
129,129,0.0,0.0,5:04:52
130,130,1.0,1.0,4:44:54
131,131,0.0,0.0,4:37:47
132,132,0.0,0.0,4:30:38
133,133,0.0,0.0,5:00:03
134,134,0.0,0.0,4:25:16
135,135,1.0,1.0,4:40:40
136,136,1.0,1.0,4:39:16
137,137,0.0,0.0,4:55:34
138,138,0.0,1.0,4:29:03
139,139,0.0,1.0,4:59:40
140,140,0.0,0.0,5:25:04
141,141,1.0,1.0,4:15:35
142,142,0.0,0.0,4:41:14
143,143,0.0,1.0,4:36:43
144,144,0.0,1.0,4:22:55
145,145,0.0,0.0,3:54:10
146,146,1.0,1.0,5:22:00
147,147,0.0,1.0,4:09:25
148,148,0.0,0.0,4:39:37
149,149,1.0,1.0,5:14:37
150,150,0.0,1.0,3:55:17
151,151,1.0,1.0,4:08:27
152,152,0.0,1.0,4:57:47
153,153,0.0,1.0,4:40:01
154,154,0.0,1.0,4:49:26
155,155,0.0,1.0,4:21:07
156,156,1.0,1.0,4:25:39
157,157,0.0,0.0,4:39:35
158,158,1.0,1.0,4:40:28
159,159,0.0,0.0,4:18:44
160,160,1.0,1.0,4:32:59
161,161,0.0,1.0,3:46:41
162,162,0.0,0.0,4:46:25
163,163,0.0,1.0,4:38:13
164,164,1.0,1.0,4:40:15
165,165,0.0,0.0,5:16:50
166,166,0.0,1.0,4:55:36
167,167,0.0,0.0,4:23:41
168,168,0.0,0.0,4:44:18
169,169,0.0,0.0,4:44:46
170,170,0.0,0.0,5:01:59
171,171,0.0,0.0,4:28:36
172,172,0.0,0.0,4:24:46
173,173,0.0,0.0,4:21:18
174,174,0.0,1.0,4:25:17
175,175,0.0,1.0,4:35:02
176,176,0.0,0.0,4:11:21
177,177,1.0,1.0,4:26:08
178,178,1.0,1.0,4:34:38
179,179,1.0,1.0,4:29:46
180,180,1.0,1.0,4:31:01
181,181,0.0,0.0,4:29:38
182,182,0.0,1.0,4:30:38
183,183,0.0,0.0,4:09:22
184,184,0.0,1.0,4:27:13
185,185,0.0,0.0,4:39:43
186,186,0.0,0.0,3:47:40
187,187,0.0,0.0,4:37:59
188,188,0.0,1.0,4:40:26
189,189,0.0,0.0,4:14:58
190,190,0.0,0.0,4:23:02
191,191,0.0,0.0,4:13:42
192,192,0.0,0.0,4:40:16
193,193,0.0,1.0,3:52:08
194,194,0.0,0.0,4:59:14
195,195,0.0,1.0,5:10:52
196,196,0.0,0.0,4:39:47
197,197,0.0,0.0,4:39:27
198,198,0.0,0.0,5:32:24
199,199,0.0,0.0,3:24:38
200,200,1.0,1.0,4:21:52
201,201,1.0,1.0,4:39:29
202,202,0.0,0.0,4:42:08
203,203,1.0,0.0,4:53:26
204,204,0.0,1.0,4:19:07
205,205,0.0,0.0,4:25:18
206,206,0.0,0.0,4:38:34
207,207,0.0,0.0,5:40:46
208,208,0.0,0.0,4:05:31
209,209,1.0,1.0,4:18:04
210,210,0.0,0.0,4:40:13
211,211,1.0,1.0,5:06:54
212,212,1.0,0.0,4:26:33
213,213,0.0,1.0,4:50:36
214,214,0.0,0.0,4:40:06
215,215,0.0,1.0,4:10:22
216,216,0.0,0.0,4:37:06
217,217,0.0,0.0,4:57:02
218,218,0.0,0.0,4:07:55
219,219,1.0,1.0,3:56:56
220,220,0.0,0.0,4:53:50
221,221,0.0,0.0,4:24:24
222,222,0.0,1.0,4:35:07
223,223,0.0,0.0,4:12:38
224,224,0.0,1.0,4:40:12
225,225,1.0,1.0,4:40:53
226,226,0.0,1.0,5:14:18
227,227,1.0,1.0,4:26:04
228,228,0.0,0.0,4:46:15
229,229,0.0,0.0,4:39:32
230,230,0.0,1.0,4:39:34
231,231,0.0,0.0,4:40:53
232,232,0.0,1.0,4:24:38
233,233,0.0,0.0,4:39:32
234,234,0.0,0.0,4:18:14
235,235,0.0,1.0,5:19:22
236,236,0.0,0.0,4:17:59
237,237,0.0,0.0,4:43:27
238,238,0.0,0.0,4:52:14
239,239,0.0,1.0,3:57:22
240,240,0.0,0.0,4:24:20
241,241,0.0,0.0,3:39:23
242,242,1.0,1.0,4:52:17
243,243,1.0,1.0,4:46:33
244,244,0.0,0.0,4:41:53
245,245,0.0,1.0,4:41:14
246,246,0.0,0.0,4:29:32
247,247,0.0,0.0,4:36:28
248,248,0.0,1.0,4:40:11
249,249,0.0,0.0,5:04:01
250,250,0.0,1.0,5:25:17
251,251,0.0,1.0,5:35:19
252,252,0.0,0.0,4:39:25
253,253,1.0,1.0,4:51:23
254,254,0.0,1.0,4:39:18
255,255,0.0,0.0,4:39:54
256,256,0.0,1.0,4:47:31
257,257,1.0,1.0,4:51:06
258,258,0.0,0.0,4:43:47
259,259,0.0,0.0,4:40:17
260,260,0.0,0.0,4:41:14
261,261,0.0,1.0,4:40:18
262,262,0.0,1.0,4:56:43
263,263,0.0,0.0,5:09:09
264,264,0.0,0.0,4:45:52
265,265,0.0,0.0,5:02:01
266,266,0.0,0.0,4:39:05
267,267,0.0,0.0,4:40:34
268,268,0.0,0.0,4:42:02
269,269,0.0,1.0,4:41:03
270,270,0.0,0.0,4:39:59
271,271,1.0,1.0,4:11:49
272,272,0.0,1.0,4:39:55
273,273,1.0,1.0,4:16:44
274,274,0.0,0.0,4:47:10
275,275,0.0,0.0,4:26:55
276,276,0.0,0.0,4:23:23
277,277,0.0,1.0,4:32:27
278,278,0.0,1.0,4:23:30
279,279,1.0,1.0,4:31:51
280,280,0.0,0.0,4:20:30
281,281,0.0,1.0,4:07:16
282,282,0.0,0.0,5:04:46
283,283,0.0,1.0,4:11:59
284,284,0.0,0.0,4:22:44
285,285,0.0,0.0,5:01:17
286,286,0.0,0.0,4:47:45
287,287,0.0,1.0,4:40:00
288,288,0.0,0.0,3:41:58
289,289,0.0,0.0,4:30:54
290,290,0.0,1.0,4:33:19
291,291,0.0,0.0,4:11:24
292,292,1.0,1.0,4:40:14
293,293,0.0,1.0,4:40:16
294,294,0.0,0.0,4:40:19
295,295,0.0,0.0,4:00:37
296,296,0.0,0.0,4:17:04
297,297,1.0,1.0,4:24:43
298,298,0.0,1.0,4:39:59
299,299,0.0,1.0,4:10:03
300,300,1.0,1.0,4:35:08
301,301,0.0,0.0,4:58:30
302,302,0.0,0.0,4:42:12
303,303,0.0,1.0,4:38:36
304,304,0.0,0.0,5:17:08
305,305,0.0,1.0,4:53:20
306,306,0.0,1.0,4:36:51
307,307,0.0,0.0,4:24:38
308,308,0.0,1.0,4:39:52
309,309,0.0,1.0,4:40:39
310,310,0.0,1.0,4:02:42
311,311,1.0,1.0,4:32:55
312,312,0.0,1.0,4:39:14
313,313,0.0,1.0,4:23:33
314,314,0.0,1.0,4:56:02
315,315,0.0,0.0,4:40:36
316,316,0.0,1.0,4:57:32
317,317,0.0,0.0,4:24:34
318,318,0.0,1.0,3:54:42
319,319,0.0,0.0,4:40:00
320,320,0.0,1.0,4:11:14
321,321,0.0,0.0,4:44:18
322,322,0.0,0.0,4:23:52
323,323,1.0,0.0,4:43:11
324,324,1.0,1.0,4:20:24
325,325,1.0,1.0,4:40:14
326,326,0.0,1.0,4:30:55
327,327,0.0,0.0,4:29:29
328,328,0.0,0.0,5:04:40
329,329,0.0,0.0,4:05:35
330,330,0.0,1.0,4:34:35
331,331,0.0,0.0,4:27:43
332,332,1.0,0.0,4:30:37
333,333,0.0,0.0,4:48:44
334,334,0.0,0.0,4:53:28
335,335,0.0,0.0,4:57:30
336,336,0.0,0.0,4:40:16
337,337,0.0,0.0,4:30:50
338,338,1.0,1.0,5:12:59
339,339,0.0,1.0,5:00:10
340,340,0.0,1.0,4:53:40
341,341,0.0,1.0,4:53:46
342,342,0.0,0.0,5:13:22
343,343,0.0,0.0,4:25:49
344,344,0.0,0.0,5:01:34
345,345,0.0,0.0,5:01:52
346,346,0.0,1.0,4:40:03
347,347,0.0,0.0,4:36:32
348,348,0.0,0.0,5:03:08
349,349,1.0,0.0,4:21:01
350,350,0.0,0.0,5:12:45
351,351,1.0,1.0,4:23:27
352,352,0.0,0.0,4:40:15
353,353,0.0,0.0,4:40:01
354,354,0.0,0.0,4:45:00
355,355,0.0,0.0,5:22:59
356,356,0.0,1.0,4:32:19
357,357,0.0,0.0,4:27:58
358,358,1.0,1.0,4:48:43
359,359,0.0,0.0,5:15:02
360,360,0.0,1.0,4:51:16
361,361,1.0,1.0,4:32:37
362,362,0.0,1.0,4:08:16
363,363,0.0,0.0,4:05:38
364,364,0.0,0.0,4:29:23
365,365,1.0,1.0,4:32:35
366,366,1.0,1.0,4:56:52
367,367,0.0,0.0,4:11:38
368,368,1.0,1.0,4:19:57
369,369,0.0,1.0,4:40:23
370,370,0.0,0.0,3:47:35
371,371,1.0,0.0,4:05:43
372,372,0.0,0.0,4:23:36
373,373,0.0,1.0,5:00:39
374,374,1.0,1.0,4:27:26
375,375,0.0,0.0,4:20:19
376,376,0.0,0.0,4:48:43
377,377,0.0,0.0,5:29:59
378,378,0.0,0.0,4:39:09
379,379,0.0,0.0,4:42:22
380,380,0.0,1.0,4:12:49
381,381,0.0,1.0,4:19:10
382,382,0.0,1.0,4:57:35
383,383,0.0,0.0,4:39:17
384,384,1.0,0.0,4:30:57
385,385,0.0,0.0,4:40:28
386,386,1.0,1.0,4:39:30
387,387,0.0,0.0,4:34:34
388,388,0.0,0.0,4:38:53
389,389,0.0,0.0,4:38:41
390,390,1.0,1.0,4:39:27
391,391,0.0,1.0,4:23:31
392,392,1.0,1.0,4:47:50
393,393,0.0,1.0,3:50:12
394,394,0.0,0.0,5:14:55
395,395,1.0,1.0,4:11:07
396,396,0.0,1.0,4:28:39
397,397,0.0,1.0,4:38:16
398,398,0.0,0.0,4:23:49
399,399,0.0,1.0,4:39:56
400,400,0.0,1.0,3:59:16
401,401,0.0,0.0,4:53:33
402,402,1.0,1.0,5:08:24
403,403,0.0,1.0,4:34:06
404,404,0.0,0.0,4:26:39
405,405,0.0,0.0,4:40:51
406,406,0.0,1.0,4:40:40
407,407,1.0,1.0,4:40:31
408,408,1.0,1.0,4:39:57
409,409,0.0,0.0,4:49:28
410,410,0.0,0.0,3:54:06
411,411,0.0,1.0,4:49:10
412,412,0.0,0.0,4:39:04
413,413,0.0,1.0,4:40:06
414,414,0.0,1.0,4:26:45
415,415,1.0,1.0,4:57:11
416,416,0.0,0.0,4:17:10
417,417,0.0,0.0,4:41:48
418,418,1.0,1.0,4:39:45
419,419,0.0,0.0,4:48:08
420,420,0.0,0.0,4:38:54
421,421,0.0,0.0,4:23:44
422,422,0.0,0.0,4:51:21
423,423,1.0,1.0,4:27:06
424,424,0.0,0.0,4:40:22
425,425,0.0,0.0,4:41:00
426,426,0.0,0.0,4:47:34
427,427,1.0,1.0,4:39:17
428,428,0.0,0.0,4:39:07
429,429,1.0,1.0,4:58:20
430,430,0.0,0.0,5:12:42
431,431,0.0,1.0,5:09:41
432,432,0.0,0.0,4:25:37
433,433,0.0,0.0,4:39:21
434,434,0.0,0.0,4:39:56
435,435,0.0,1.0,4:24:16
436,436,0.0,1.0,4:52:32
437,437,0.0,0.0,4:15:05
438,438,0.0,0.0,4:29:46
439,439,0.0,1.0,4:32:16
440,440,0.0,0.0,4:25:18
441,441,0.0,0.0,4:39:38
442,442,0.0,0.0,5:13:11
443,443,0.0,0.0,4:36:23
444,444,0.0,1.0,4:21:21
445,445,0.0,0.0,4:31:08
446,446,0.0,0.0,4:41:12
447,447,0.0,1.0,4:30:06
448,448,0.0,1.0,4:39:45
449,449,0.0,0.0,4:38:40
450,450,0.0,0.0,4:55:24
451,451,0.0,0.0,4:54:56
452,452,0.0,0.0,4:14:19
453,453,0.0,0.0,4:46:20
454,454,0.0,1.0,4:53:35
455,455,0.0,0.0,4:41:37
456,456,0.0,0.0,4:40:47
457,457,0.0,1.0,4:10:42
458,458,1.0,1.0,4:16:36
459,459,0.0,0.0,4:05:16
460,460,0.0,0.0,4:39:37
461,461,0.0,0.0,4:41:54
462,462,0.0,1.0,4:39:25
463,463,0.0,0.0,4:43:16
464,464,0.0,0.0,4:39:07
465,465,0.0,0.0,5:04:31
466,466,0.0,1.0,4:41:16
467,467,0.0,1.0,4:45:47
468,468,0.0,0.0,3:52:51
469,469,0.0,1.0,4:39:55
470,470,0.0,0.0,4:41:18
471,471,1.0,1.0,4:05:54
472,472,1.0,1.0,4:07:14
473,473,0.0,0.0,4:16:03
474,474,1.0,1.0,3:27:33
475,475,0.0,0.0,4:28:50
476,476,0.0,0.0,5:27:23
477,477,0.0,0.0,4:40:26
478,478,0.0,0.0,4:23:29
479,479,0.0,1.0,5:04:34
480,480,0.0,0.0,4:39:49
481,481,0.0,0.0,4:30:40
482,482,0.0,0.0,5:39:12
483,483,0.0,0.0,4:35:09
484,484,0.0,0.0,3:40:17
485,485,0.0,1.0,4:57:17
486,486,1.0,0.0,4:21:34
487,487,1.0,1.0,4:00:18
488,488,0.0,1.0,4:26:43
489,489,0.0,0.0,4:28:52
490,490,0.0,0.0,4:19:27
491,491,0.0,1.0,4:37:16
492,492,0.0,0.0,4:13:48
493,493,0.0,1.0,4:39:23
494,494,0.0,1.0,4:39:34
495,495,0.0,0.0,4:32:16
496,496,1.0,1.0,4:06:37
497,497,0.0,0.0,4:04:32
498,498,0.0,1.0,3:59:16
499,499,0.0,0.0,4:41:58
500,500,0.0,0.0,4:09:13
501,501,1.0,1.0,4:40:55
502,502,1.0,1.0,4:14:52
503,503,0.0,0.0,4:35:16
504,504,1.0,1.0,4:28:33
505,505,1.0,1.0,4:19:37
506,506,0.0,0.0,4:35:47
507,507,0.0,0.0,4:40:14
508,508,0.0,1.0,4:40:50
509,509,1.0,1.0,4:26:04
510,510,0.0,0.0,3:37:37
511,511,1.0,1.0,4:59:47
512,512,0.0,0.0,4:51:51
513,513,0.0,1.0,5:20:45
514,514,0.0,1.0,5:29:38
515,515,1.0,0.0,4:38:20
516,516,0.0,1.0,3:48:53
517,517,0.0,1.0,4:40:10
518,518,0.0,1.0,4:51:56
519,519,1.0,1.0,3:56:18
520,520,0.0,1.0,3:50:02
521,521,0.0,0.0,4:23:21
522,522,0.0,0.0,4:40:34
523,523,0.0,0.0,3:59:37
524,524,0.0,1.0,4:40:25
525,525,0.0,1.0,4:11:00
526,526,1.0,1.0,4:04:30
527,527,0.0,0.0,4:09:01
528,528,0.0,0.0,4:11:24
529,529,0.0,0.0,4:48:42
530,530,0.0,0.0,4:37:22
531,531,0.0,0.0,4:35:33
532,532,0.0,0.0,4:42:53
533,533,1.0,1.0,4:11:39
534,534,0.0,1.0,4:43:25
535,535,0.0,1.0,4:48:27
536,536,0.0,0.0,4:49:17
537,537,0.0,1.0,4:31:07
538,538,0.0,1.0,3:41:05
539,539,0.0,1.0,4:35:02
540,540,0.0,1.0,4:36:52
541,541,0.0,0.0,4:27:57
542,542,0.0,1.0,4:39:10
543,543,0.0,1.0,4:28:59
544,544,0.0,1.0,4:56:23
545,545,0.0,0.0,4:19:17
546,546,0.0,0.0,4:19:59
547,547,1.0,1.0,4:32:48
548,548,0.0,0.0,3:57:13
549,549,0.0,0.0,4:23:19
550,550,0.0,0.0,4:27:49
551,551,0.0,0.0,4:22:35
552,552,1.0,1.0,4:27:18
553,553,0.0,1.0,4:34:31
554,554,0.0,0.0,4:27:24
555,555,0.0,0.0,4:34:11
556,556,0.0,1.0,4:04:13
557,557,0.0,0.0,4:54:47
558,558,1.0,1.0,4:29:59
559,559,1.0,1.0,4:41:20
560,560,0.0,1.0,4:26:52
561,561,0.0,0.0,4:30:03
562,562,0.0,0.0,4:06:23
563,563,0.0,0.0,4:12:54
564,564,0.0,0.0,4:45:29
565,565,1.0,1.0,4:29:58
566,566,1.0,1.0,4:40:53
567,567,0.0,1.0,4:13:31
568,568,0.0,1.0,4:12:32
569,569,0.0,0.0,4:35:03
570,570,0.0,1.0,5:07:08
571,571,0.0,0.0,5:27:09
572,572,1.0,1.0,4:38:59
573,573,0.0,0.0,4:17:41
574,574,1.0,1.0,4:35:40
575,575,0.0,1.0,5:06:16
576,576,0.0,0.0,4:53:08
577,577,0.0,0.0,4:28:20
578,578,0.0,1.0,4:39:17
579,579,0.0,0.0,4:27:08
580,580,0.0,0.0,5:39:02
581,581,0.0,1.0,4:49:29
582,582,0.0,0.0,5:11:17
583,583,0.0,0.0,4:33:40
584,584,0.0,1.0,4:41:45
585,585,0.0,1.0,4:37:52
586,586,0.0,0.0,4:36:38
587,587,0.0,1.0,4:28:50
588,588,0.0,0.0,4:41:00
589,589,0.0,0.0,4:54:34
590,590,0.0,0.0,4:32:41
591,591,0.0,1.0,3:49:02
592,592,0.0,0.0,4:58:51
593,593,0.0,0.0,4:55:45
594,594,0.0,0.0,4:13:50
595,595,1.0,1.0,5:29:14
596,596,0.0,0.0,4:58:54
597,597,0.0,0.0,4:20:49
598,598,0.0,1.0,5:07:10
599,599,0.0,1.0,4:20:18
600,600,1.0,0.0,4:04:40
601,601,0.0,1.0,4:28:10
602,602,0.0,1.0,4:46:55
603,603,0.0,0.0,4:28:24
604,604,0.0,1.0,4:51:10
605,605,1.0,1.0,4:24:02
606,606,0.0,0.0,4:40:40
607,607,0.0,1.0,4:29:23
608,608,0.0,1.0,4:19:08
609,609,0.0,0.0,4:11:26
610,610,0.0,0.0,4:14:52
611,611,0.0,0.0,4:29:00
612,612,0.0,1.0,4:54:38
613,613,0.0,0.0,4:40:13
614,614,0.0,1.0,4:38:54
615,615,0.0,0.0,4:16:23
616,616,0.0,1.0,5:25:27
617,617,1.0,1.0,4:17:30
618,618,0.0,1.0,4:50:18
619,619,0.0,0.0,4:34:56
620,620,0.0,0.0,4:27:58
621,621,1.0,1.0,4:39:26
622,622,0.0,0.0,4:33:25
623,623,0.0,1.0,4:42:22
624,624,0.0,0.0,4:22:51
625,625,0.0,1.0,4:44:19
626,626,0.0,0.0,4:40:00
627,627,0.0,1.0,4:18:29
628,628,0.0,0.0,4:45:55
629,629,0.0,0.0,4:17:01
630,630,1.0,0.0,4:41:35
631,631,0.0,0.0,4:13:46
632,632,0.0,0.0,4:37:53
633,633,0.0,1.0,4:07:16
634,634,1.0,1.0,3:50:55
635,635,0.0,0.0,4:46:24
636,636,0.0,1.0,4:01:23
637,637,1.0,1.0,4:27:09
638,638,0.0,0.0,4:53:43
639,639,1.0,1.0,4:41:09
640,640,1.0,1.0,4:39:49
641,641,0.0,1.0,4:17:53
642,642,0.0,0.0,4:59:48
643,643,1.0,1.0,4:03:05
644,644,0.0,1.0,4:57:14
645,645,0.0,0.0,4:13:22
646,646,1.0,1.0,4:54:18
647,647,0.0,1.0,5:21:31
648,648,0.0,0.0,5:06:09
649,649,0.0,0.0,3:57:47
650,650,0.0,0.0,4:53:36
651,651,0.0,0.0,4:43:43
652,652,1.0,1.0,4:56:01
653,653,0.0,0.0,4:05:20
654,654,0.0,0.0,4:29:08
655,655,0.0,1.0,4:28:49
656,656,0.0,1.0,4:27:55
657,657,0.0,0.0,4:07:57
658,658,0.0,0.0,4:45:03
659,659,0.0,1.0,4:25:34
660,660,0.0,0.0,4:39:53
661,661,0.0,0.0,4:04:56
662,662,0.0,1.0,4:50:30
663,663,1.0,1.0,4:24:07
664,664,0.0,0.0,4:31:21
665,665,1.0,1.0,4:01:16
666,666,0.0,0.0,4:01:28
667,667,0.0,0.0,4:45:52
668,668,0.0,1.0,5:17:19
669,669,0.0,0.0,5:03:36
670,670,0.0,1.0,4:41:05
671,671,0.0,0.0,4:09:50
672,672,0.0,0.0,4:05:34
673,673,0.0,0.0,5:00:33
674,674,0.0,0.0,4:05:59
675,675,0.0,1.0,4:39:19
676,676,0.0,0.0,4:39:34
677,677,0.0,0.0,4:39:14
678,678,0.0,1.0,4:34:34
679,679,0.0,0.0,5:15:42
680,680,0.0,0.0,4:35:12
681,681,0.0,0.0,4:37:34
682,682,0.0,1.0,4:40:51
683,683,0.0,1.0,4:38:03
684,684,0.0,0.0,4:17:10
685,685,0.0,1.0,4:14:34
686,686,0.0,1.0,4:40:32
687,687,0.0,0.0,4:04:30
688,688,0.0,1.0,4:40:07
689,689,0.0,0.0,4:14:07
690,690,0.0,0.0,4:30:40
691,691,0.0,0.0,4:08:54
692,692,0.0,0.0,4:04:20
693,693,0.0,1.0,4:42:36
694,694,0.0,0.0,4:14:25
695,695,0.0,1.0,4:29:30
696,696,0.0,1.0,4:40:09
697,697,1.0,1.0,5:06:08
698,698,0.0,1.0,4:30:42
699,699,0.0,0.0,4:43:34
700,700,1.0,1.0,4:40:50
701,701,0.0,1.0,5:25:09
702,702,0.0,1.0,4:02:21
703,703,1.0,1.0,4:07:02
704,704,0.0,0.0,4:40:31
705,705,0.0,0.0,4:39:29
706,706,1.0,1.0,4:18:57
707,707,1.0,1.0,4:26:05
708,708,1.0,0.0,4:23:23
709,709,0.0,1.0,4:39:36
710,710,0.0,1.0,4:24:02
711,711,0.0,0.0,3:39:24
712,712,0.0,0.0,4:39:24
713,713,1.0,1.0,4:40:14
714,714,0.0,0.0,4:46:13
715,715,0.0,1.0,4:40:32
716,716,1.0,1.0,4:26:17
717,717,0.0,1.0,4:40:00
718,718,0.0,0.0,4:06:49
719,719,0.0,1.0,4:20:21
720,720,0.0,0.0,4:37:34
721,721,0.0,0.0,4:22:23
722,722,0.0,0.0,4:39:41
723,723,0.0,1.0,4:52:39
724,724,0.0,0.0,4:30:02
725,725,1.0,1.0,5:09:07
726,726,0.0,1.0,4:58:29
727,727,0.0,0.0,4:40:26
728,728,0.0,1.0,4:27:33
729,729,0.0,1.0,4:32:16
730,730,0.0,1.0,4:13:47
731,731,0.0,0.0,4:28:47
732,732,1.0,1.0,4:34:23
733,733,0.0,1.0,4:16:42
734,734,0.0,0.0,5:03:40
735,735,0.0,1.0,4:33:20
736,736,0.0,0.0,4:42:39
737,737,0.0,0.0,4:23:03
738,738,0.0,0.0,4:36:08
739,739,1.0,1.0,4:10:44
740,740,0.0,0.0,4:40:12
741,741,0.0,0.0,5:00:07
742,742,1.0,1.0,4:37:45
743,743,1.0,1.0,3:56:35
744,744,0.0,0.0,4:45:32
745,745,0.0,0.0,4:40:12
746,746,0.0,1.0,4:41:06
747,747,0.0,1.0,4:18:20
748,748,1.0,0.0,4:17:17
749,749,0.0,0.0,4:48:02
750,750,1.0,1.0,4:34:32
751,751,1.0,0.0,4:21:52
752,752,0.0,0.0,4:41:04
753,753,1.0,1.0,4:23:36
754,754,0.0,0.0,4:29:24
755,755,0.0,0.0,5:02:36
756,756,1.0,1.0,4:41:33
757,757,0.0,1.0,4:16:38
758,758,0.0,0.0,4:48:38
759,759,0.0,1.0,4:48:26
760,760,0.0,1.0,4:49:07
761,761,1.0,1.0,4:08:52
762,762,1.0,1.0,4:40:05
763,763,0.0,0.0,4:40:30
764,764,0.0,1.0,4:30:05
765,765,0.0,0.0,4:24:50
766,766,0.0,1.0,4:38:02
767,767,0.0,0.0,4:16:01
768,768,0.0,1.0,4:21:31
769,769,1.0,1.0,3:59:57
770,770,0.0,0.0,4:30:04
771,771,0.0,0.0,3:23:13
