PARTICIPANT_ID,AGE,GENDER,AvgTimeForAllMarathons2012,AvgTimeForAllMarathons2013,AvgTimeForAllMarathons2014,AvgTimeInAllMarathons,AvgTimeInAllEvents,TotalNoOfMarathonEvents,AvgTimeForAllMarathons2015
3793,26,1,343,358,412,386,272.67,0,397
3770,39,1,343,358,326,326,326,2,397
8184,57,1,343,358,412,421,421,1,421
4766,27,1,343,358,412,441,375,1,441
4835,27,1,343,358,412,386,240,0,397
3601,46,1,343,358,412,348,310.75,1,348
4812,27,1,343,358,412,370,370,1,370
6478,62,1,343,358,418,418,418,1,397
4958,43,0,343,380,468,424,356.67,2,397
876,42,0,316,358,412,316,316,1,397
1045,33,1,354,358,412,354,316.5,1,397
6455,51,0,410,373,412,391.5,380.2,2,397
2373,42,1,343,358,412,493,493,1,493
7537,21,1,343,358,412,386,491,0,397
6286,54,1,343,358,412,386,551.5,0,397
4981,32,0,343,358,412,433,433,1,433
899,29,1,343,358,375,375,321.33,1,397
1022,42,1,291,358,412,291,291,1,397
6309,16,0,343,358,515,515,515,1,397
6432,47,1,343,358,412,363,363,1,363
7514,42,1,343,358,412,386,393,0,397
3753,49,1,343,424,412,478.5,478.5,2,533
421,51,1,412,423,412,417.5,388.62,5,397
7560,35,1,343,358,412,322,289.5,1,322
3624,47,1,343,358,412,442,442,1,442
3707,35,1,343,362,412,362,355.67,1,397
7952,47,0,343,358,412,411,411,1,411
375,31,1,343,358,359,359,336,1,397
1214,43,1,343,358,412,357,347.5,2,350
6624,32,1,384,358,412,384,377.5,1,397
6956,27,1,343,358,412,276,276,1,276
2296,27,0,343,358,434,434,377.5,1,397
2542,37,1,343,358,371,371,371,1,397
3561,47,0,343,358,412,367,336.33,2,367
4643,32,0,343,363,412,363,363,1,397
229,34,1,343,358,465,465,364.14,1,397
3315,31,1,343,300,412,300,295,1,397
2233,32,0,343,358,412,359,359,1,359
2688,35,1,343,358,340,340,291.9,1,397
1005,45,0,343,358,412,430,384.5,1,430
6910,37,1,319,358,412,319,303.5,1,397
3169,52,1,343,358,412,457,457,1,457
3816,19,0,343,358,412,456,428.67,1,456
8144,52,0,402,358,412,402,485.5,1,397
4208,21,1,343,358,412,514,514,1,514
5290,27,1,382,358,412,382,382,1,397
959,37,0,343,358,412,329,329,1,329
6372,42,0,343,378,412,378,378,1,397
2041,37,1,343,288,412,288,288,1,397
3123,52,0,343,358,412,341,341,1,341
7846,30,1,343,358,412,257,242,1,257
5436,37,1,343,358,412,465,465,1,465
567,21,1,343,358,412,409,409,1,409
813,37,1,343,278,412,278,278,1,397
1649,49,0,343,325,412,331.5,331.5,2,338
1895,32,1,321,358,412,321,321,1,397
6518,37,1,343,335,412,335,335,1,397
6764,57,1,343,358,341,341,341,1,397
2977,37,1,343,358,412,319,319,1,319
1672,32,1,343,358,487,487,487,1,397
4185,27,1,280,358,412,280,280,1,397
4683,36,0,343,446,412,446,416,2,397
5396,35,0,343,358,417,417,408.17,1,397
4898,46,1,343,358,412,386,379,0,397
5894,60,1,343,358,412,386,354,0,397
8121,28,0,343,358,451,451,361.94,1,397
4706,42,0,343,358,491,491,491,1,397
4875,21,0,343,358,357,357,357,1,397
5871,32,1,343,358,412,386,377,1,397
461,49,1,343,306,412,306,381.88,2,397
1460,37,1,343,358,412,337,337,1,337
7125,52,1,343,348,412,348,348,1,397
2456,31,1,343,380,388,384,331.77,3,397
4397,32,1,315,358,412,315,315,1,397
1151,32,1,343,358,412,290,290,1,290
7102,59,1,345,358,412,345,382,3,397
8576,42,0,343,358,412,436,436,1,436
7929,27,0,343,358,428,428,428,1,397
484,27,1,343,329,412,329,329,1,397
8642,32,1,343,358,376,376,370.25,1,397
1437,49,1,343,360,412,360,313,1,397
2150,21,1,343,324,301,312.5,312.5,2,397
2648,43,0,423,472,412,447.5,419.6,3,397
8599,29,1,343,358,412,386,403.5,0,397
5204,32,1,343,358,412,386,618,1,397
8450,53,1,343,358,412,391,391,1,391
8619,9,1,333,358,412,333,310,1,397
5373,37,1,361,358,412,361,361,1,397
3209,42,0,343,358,436,436,436,1,397
1958,52,1,380,358,412,380,399.94,1,397
7368,42,0,343,358,412,386,472,0,397
2127,21,1,343,358,412,386,365,0,397
3899,43,1,343,358,412,227,204.71,1,227
7145,47,1,343,358,412,386,377,1,397
6063,43,0,343,358,412,386,376,0,397
6,27,0,343,365,412,365,365,1,397
3730,43,1,343,358,412,524,421.67,1,524
4228,43,1,343,340,412,340,344.83,1,397
5851,36,1,303,292,412,297.5,273.62,4,397
398,21,1,343,324,306,315,315,2,397
6349,48,1,343,358,412,379,327.75,1,379
6847,42,1,343,452,412,452,452,1,397
2519,37,0,401,358,412,401,404.5,1,397
3538,42,1,343,358,412,277,277,1,277
4620,43,0,343,370,412,370,329.33,1,397
5957,52,1,343,358,412,460,460,1,460
1629,42,1,343,358,412,477,477,1,477
7039,47,1,343,358,412,319,319,1,319
2711,37,1,343,358,412,295,295,1,295
292,62,1,343,358,412,386,368,0,397
590,18,1,343,358,330,330,291.67,1,397
2754,47,1,343,358,412,489,489,1,489
5267,27,0,343,358,412,453,453,1,453
7431,27,1,343,358,516,516,516,1,397
982,57,1,343,312,412,312,320.67,1,397
1480,48,1,348,358,358,353,314.4,4,397
6933,42,1,342,358,412,342,342,1,397
3146,52,1,427,358,428,422.33,375.27,3,412
3103,37,1,343,358,412,386,634,0,397
7623,37,1,343,358,400,400,348.75,1,397
4377,35,0,343,358,412,334,312,1,334
3295,27,1,343,358,491,491,491,1,397
6541,57,1,343,358,505,505,505,1,397
5459,47,0,343,358,412,386,487,0,397
8705,21,1,343,358,412,386,381,0,397
8158,39,1,343,358,335,331,290.25,2,327
3249,27,1,343,358,412,342,342,1,342
2585,21,0,343,358,420,420,420,1,397
6166,47,1,343,358,412,386,492,0,397
8181,21,1,399,388,412,393.5,393.5,2,397
355,45,1,343,358,412,424,348.75,1,424
7517,27,1,343,358,517,517,517,1,397
3226,34,0,343,358,479,479,474.92,3,397
1234,67,1,343,358,412,478,478,1,478
4128,57,0,381,375,412,378,359.55,2,397
1211,27,0,343,358,412,443,443,1,443
6120,42,1,343,358,412,386,274,0,397
6143,52,1,343,358,475,475,396,1,397
1188,27,1,343,358,587,587,587,1,397
1729,27,1,343,358,412,313,313,1,313
7663,43,1,343,358,412,386,354.8,0,397
6999,25,1,343,358,412,386,334.5,0,397
7640,52,1,343,358,283,283,283,1,397
6976,35,0,343,358,412,386,557,0,397
8204,27,1,343,358,279,279,279,4,397
7540,33,1,343,338,412,338,318.33,1,397
209,42,0,343,358,412,386,595,0,397
7686,52,1,343,358,412,452,452,1,452
8227,21,0,343,502,412,502,502,1,397
8081,33,1,343,358,412,386,312,1,397
8496,62,1,343,353,412,353,353,1,397
5579,47,1,343,358,263,263,263,1,397
5828,57,1,343,321,412,321,321,1,397
670,55,1,343,358,412,369,347.5,1,369
5187,50,0,343,358,375,375,375,2,397
232,21,1,343,358,412,277,277,1,277
2685,37,1,343,358,412,370,370,1,370
3564,27,0,343,358,412,386,430,0,397
6707,32,0,343,490,412,490,490,1,397
2293,25,0,343,323,412,323,320.5,1,397
5625,33,1,343,358,412,386,245,0,397
7202,57,1,343,358,412,386,427,0,397
278,37,1,343,358,412,283,283,1,283
3667,21,1,343,358,439,439,439,1,397
1503,35,1,343,358,216,216,206.5,1,397
1752,37,1,343,358,412,333,333,1,333
6661,52,1,343,358,412,426,426,1,426
4746,13,0,343,358,412,386,377,0,397
4105,37,1,343,358,343,343,343,2,397
4308,43,0,343,358,402,386,359.71,2,370
4646,62,1,343,358,476,476,476,1,397
2144,51,1,343,358,412,298,272,1,298
3767,52,0,343,358,412,386,493,0,397
4205,57,1,343,358,365,365,365,1,397
5287,32,1,343,358,548,548,548,1,397
6369,53,1,343,358,537,537,403.5,1,397
2044,27,0,343,358,412,450,450,1,450
3126,25,0,343,358,534,534,506,1,397
3518,32,1,343,358,412,270,270,1,270
3813,57,0,343,358,412,389,389,1,389
4059,37,0,343,363,412,363,363,1,397
5141,43,1,343,358,412,278,239.83,1,278
3272,27,1,343,358,412,368,368,1,368
2190,32,0,358,358,412,358,358,1,397
2731,42,0,329,349,348,342,323.86,5,397
4354,42,1,343,358,412,386,374,0,397
4600,36,0,343,358,412,386,307.2,0,397
5682,40,1,343,358,412,386,290.67,0,397
5917,32,1,343,358,412,323,323,1,323
3000,33,1,343,363,412,363,307.33,1,397
6581,52,1,343,358,412,386,339.33,0,397
6558,27,1,343,358,391,391,391,1,397
2857,21,1,380,358,412,380,380,1,397
7789,50,1,343,358,339,339,339,3,397
4543,21,1,343,276,412,276,283,1,397
5084,31,1,242,239,251,244,284.86,5,397
7414,32,1,343,358,406,406,406,1,397
750,27,0,343,358,412,386,410,0,397
7248,52,1,343,358,412,386,560,0,397
773,24,1,343,358,374,374,309.8,1,397
1314,43,1,278,358,265,271.5,321.73,4,397
7099,31,0,343,358,336,336,324,2,397
7955,27,1,343,358,412,527,527,1,527
5376,62,1,343,358,412,500,500,1,500
6040,53,1,343,319,364.5,336.75,320,5,397
6458,40,1,343,358,363,363,328.75,1,397
1291,53,1,343,358,488,488,401,1,397
7122,53,1,360,358,426,393,334.29,3,397
8622,35,0,343,358,412,386,367,0,397
458,67,1,343,358,412,386,672,0,397
7932,45,1,298.33,276,303,294,285.81,12,397
8055,37,0,343,358,412,443,443,1,443
8473,42,1,343,350,412,350,348.5,1,397
8596,27,0,343,358,412,528,528,1,528
481,49,1,343,358,388,388,321.75,2,397
7391,47,0,343,358,412,503,503,1,503
5164,42,1,343,370,412,370,370,1,397
5413,35,0,343,358,412,370,365,1,370
1085,21,1,343,358,435,435,435,1,397
1832,47,1,343,358,412,386,334.5,0,397
3398,46,1,343,358,412,368,317.64,1,368
693,47,1,343,358,412,349,349,1,349
4082,37,0,343,358,412,444,444,1,444
4331,23,0,343,358,412,301,341.33,1,301
6246,30,1,343,358,412,390,371,1,390
1918,18,1,343,543,412,543,489,1,397
2167,21,0,242,358,412,242,242,1,397
3939,37,1,343,358,398,398,325.88,1,397
152,21,0,343,358,412,312,302,1,312
1775,47,1,343,358,412,323,323,1,323
2316,42,1,375,358,412,375,394,1,397
4623,21,1,343,358,330,330,330,1,397
4872,33,1,343,358,412,338,317,1,338
5705,50,0,321,313,340,328.5,310.7,5,397
544,42,0,343,358,412,341,341,1,341
2459,30,1,343,358,412,298,276,1,298
2708,21,1,343,358,412,358,326.67,2,304
3541,25,1,343,358,412,386,209.67,0,397
3790,47,0,343,358,412,386,374,0,397
5954,27,1,343,358,412,386,332,0,397
1626,52,1,343,358,412,386,356,0,397
6787,37,1,343,358,412,386,309,0,397
3690,37,1,343,358,412,378,378,1,378
4231,27,1,343,358,412,335,335,1,335
4772,36,0,343,358,573,573,524.67,1,397
5313,45,1,383,358,412,383,358,1,397
444,47,1,343,358,412,344,344,1,344
985,32,0,343,358,404,404,404,1,397
1526,31,1,343,358,438,438,343.17,1,397
2067,37,1,343,358,307,307,307,1,397
2608,41,1,343,328,412,328,396.2,1,397
3149,32,0,343,358,412,356,356,1,356
3415,57,1,343,323,412,323,323,1,397
6332,42,1,343,358,418,417.5,417.5,2,417
7328,46,1,343,269,412,269,261.75,3,397
2419,23,0,343,358,412,386,274,0,397
8347,27,1,343,358,412,419,419,1,419
521,27,1,343,379,412,379,379,1,397
7351,43,1,330,358,351,337,292.35,5,397
6355,32,0,343,358,412,490,490,1,490
1400,37,1,343,358,412,386,411,0,397
2396,35,1,343,358,412,386,422.67,0,397
3461,35,1,315,309,322,315.33,303.75,4,397
4457,35,1,343,358,412,430,380.5,1,430
8370,35,1,343,358,412,256,250.5,1,256
5453,23,0,343,392,412,392,392,1,397
7374,37,1,343,358,412,386,500.5,0,397
3438,52,0,343,358,412,519,519,1,519
7852,47,0,343,358,412,477,477,1,477
4434,42,1,343,358,435,435,435,2,397
8393,57,1,324.5,358,367,338.67,415.2,4,397
2442,42,1,343,417,412,417,344.4,1,397
7829,22,0,343,400,412,400,403.5,1,397
4912,27,1,295,358,412,295,295,1,397
999,42,1,343,358,495,495,495,1,397
2920,51,1,343,358,468,468,395,3,397
922,47,1,343,358,412,386,675,0,397
7806,47,1,343,358,412,540,540,1,540
4935,32,0,362,358,412,362,331.33,1,397
5476,35,0,343,358,412,386,341.5,0,397
2937,42,0,343,358,412,386,423,0,397
5791,27,1,343,358,412,287,287,1,287
381,35,1,343,358,412,418,345,1,418
1540,42,0,343,358,412,388,388,1,388
6873,20,1,343,401,529,465,465,2,397
4002,21,1,343,358,486,486,486,1,397
4998,57,1,343,358,412,545,545,1,545
8330,42,1,285.5,281,412,284,263.09,6,397
4394,37,1,316,358,412,316,316,2,397
5390,42,1,343,358,412,327,313,2,327
6017,32,1,340,358,412,340,336,2,397
66,47,1,303,305,311,306.33,288.13,4,397
859,57,1,343,358,412,463,463,1,463
1855,37,1,343,358,400,400,400,1,397
7892,27,1,343,358,412,386,364,0,397
1062,57,1,343,358,412,386,428,0,397
3956,42,0,343,428,498,463,463,3,397
8284,35,0,343,363,412,363,368.78,2,397
2379,37,0,343,358,412,458,458,1,458
2874,57,1,342,358,412,342,342,1,397
3375,45,1,343,358,412,304,292,1,304
1360,37,0,361,379,412,370,378.17,2,397
1901,44,1,343,458,307,382.5,311.2,2,397
2983,37,1,343,358,478,478,478,1,397
7311,32,0,343,358,412,386,612,0,397
3916,63,1,343,432,412,432,389.2,1,397
4497,18,0,343,441,412,441,379.75,1,397
2333,37,0,343,358,412,413,413,1,413
8433,21,1,343,316,412,316,316,1,397
318,37,1,343,358,412,410,410,1,410
6269,48,1,347,358,338,352,352,3,371
1603,37,0,343,358,444,444,444,1,397
1941,43,0,343,543,412,543,615,1,397
6810,27,1,343,291,412,291,291,1,397
2482,34,1,343,364,412,364,349.43,3,372
3830,45,0,393,358,412,393,365.86,2,397
7743,54,1,343,358,395,395,364.8,1,397
5751,32,1,343,358,412,338,338,1,338
6747,47,0,343,423,412,423,406.67,1,397
2834,41,0,343,358,567,567,490.33,3,397
4849,27,0,342,358,412,342,342,1,397
5728,32,1,305,358,412,305,346.33,2,397
3023,21,1,343,358,412,347,347,1,347
4042,27,1,343,358,412,423,423,1,423
5038,42,1,343,358,381,381,381,1,397
8456,47,0,343,358,533,533,420.67,1,397
129,46,1,343,358,412,348,329,2,348
1125,45,0,343,353,412,404.5,370.44,2,456
1792,52,1,343,358,449,449,367.75,4,397
6535,43,1,343,358,412,386,264,1,397
3046,53,1,397,358,412,397,332.4,1,397
5539,32,0,343,358,412,386,259,0,397
796,57,1,343,358,412,386,404,0,397
3524,42,1,343,405,412,405,405,1,397
4065,32,1,323,358,412,323,323,1,397
5061,42,1,343,358,491,491,491,1,397
6057,32,1,343,358,412,255,255,1,255
106,21,0,343,358,515,515,399,1,397
819,52,1,343,358,422,422,422,1,397
1815,43,1,343,358,412,318,293.5,1,318
6770,54,1,343,358,436,436,357.25,1,397
2811,42,1,343,358,338,338,320.8,1,397
7766,33,1,343,358,412,386,642.33,0,397
4520,57,1,343,358,412,386,463,0,397
5516,27,0,343,358,412,386,434,0,397
3501,29,0,343,358,412,489,413,1,489
584,32,1,343,358,412,371,371,1,371
1337,42,1,343,358,412,370,370,1,370
7076,37,1,343,358,412,386,281,0,397
7978,42,1,343,358,471,471,438,1,397
7437,32,1,343,358,414,377,360.11,2,340
3587,47,1,343,358,412,488,488,1,488
7915,33,1,343,358,348,348,313.75,2,397
5994,42,1,343,358,449,463,403.2,2,477
255,21,1,343,358,472,472,472,1,397
1666,42,1,343,358,412,326,326,1,326
4583,37,1,343,358,412,386,366.5,0,397
8519,29,1,343,358,412,368,343,1,368
6896,47,1,343,358,412,386,424,0,397
7617,27,0,343,358,412,388,388,1,388
4371,21,0,343,450,412,450,450,1,397
5210,43,1,343,358,412,337,272.67,1,337
43,24,1,343,358,322,322,322,1,397
3289,39,1,143,358,337,240,264.18,2,397
6206,21,1,343,358,327,327,327,2,397
6292,38,0,343,407,373,390,361.67,2,397
1878,45,1,343,358,470,470,383.67,1,397
1964,35,1,331,311,412,321,304.2,3,397
7288,38,1,343,358,292,292,264.8,3,397
8699,57,1,343,358,412,386,413,0,397
2960,52,0,343,358,412,386,539.1,0,397
3893,43,1,343,358,412,346,325,1,346
3979,37,1,349,358,412,349,323.25,1,397
7680,52,1,343,338,412,338,338,1,397
8221,37,1,343,358,568,568,392.33,6,397
4975,37,1,343,358,412,359,359,1,359
8307,67,1,343,407,412,407,407,1,397
2356,34,1,342,391,403,378.67,364.83,4,397
2897,25,1,343,242,412,242,237.5,1,397
7225,37,0,343,358,469,469,469,1,397
3352,35,1,343,358,412,386,337.5,0,397
5602,42,1,343,392,412,392,392,1,397
647,42,1,343,358,412,436,436,1,436
1274,47,1,343,358,412,405,405,2,398
6598,33,0,343,327,372,349.5,383.9,3,397
6684,8,1,354,358,412,354,354,1,397
2270,22,1,343,358,412,476,426,1,476
4669,21,1,343,358,412,413,413,1,413
2505,43,0,332,358,412,332,332,1,397
6833,52,0,343,358,412,386,440,0,397
3581,47,0,343,358,412,542,542,1,542
7826,45,0,343,358,412,366,328,1,366
6498,45,1,343,358,412,309,273.5,1,309
2253,42,1,343,358,412,307,307,1,307
7849,37,1,343,358,343,343,343,1,397
687,26,1,343,250,412,250,237.88,1,397
6521,55,1,343,358,381,381,318.2,1,397
2230,32,1,340,358,412,340,340,1,397
902,21,1,343,358,412,386,516,0,397
5124,18,1,343,358,412,479,398.33,1,479
710,21,0,330,358,412,330,330,1,397
879,32,1,343,358,412,386,377,1,397
6452,21,1,365,358,412,365,365,1,397
2207,30,1,343,358,412,409,358.86,1,409
5147,42,1,343,358,412,408,408,1,408
733,21,1,334,358,412,334,324,1,397
2061,46,1,374,358,412,374,378,1,397
6475,25,1,343,358,400,400,309.25,1,397
856,32,1,343,358,412,386,436,0,397
3750,34,1,288,358,412,288,288,2,397
5001,27,0,343,333,412,333,333,1,397
5078,21,0,343,358,412,415,415,1,415
6329,62,0,343,358,412,595,595,1,595
2084,27,1,343,358,412,415,415,1,415
756,37,0,343,358,412,386,543,0,397
3435,37,1,343,358,542,542,542,1,397
3773,33,1,343,358,412,386,257,1,397
4978,43,0,311,358,332.5,321.75,304.96,8,311
5101,21,1,343,443,412,443,443,1,397
2107,41,0,343,357,373,365,349.73,3,397
6306,57,0,343,358,412,386,362,0,397
3458,42,0,343,358,412,383,383,1,383
3627,25,1,318,358,412,318,318,1,397
4955,35,0,343,398,412,398,355,1,397
1048,31,1,343,358,520,520,421.25,2,397
2130,35,1,343,358,412,361,314,1,361
2376,52,1,343,358,412,327,327,1,327
3604,32,1,343,358,412,209,209,1,209
3727,44,1,343,358,412,399,339.25,1,399
2276,42,1,350,358,412,350,350,1,397
2399,53,1,403,369,412,386,353.23,2,397
3481,50,0,343,358,412,386,373.5,0,397
4809,33,0,343,358,412,386,365,0,397
3919,34,0,343,358,339,328,299.88,2,317
7749,32,1,287,358,412,287,287,1,397
5247,42,0,343,379,412,379,379,1,397
1002,21,0,343,358,412,386,344,0,397
4855,27,1,343,330,412,330,330,1,397
564,25,1,298,292,412,295,284.86,2,397
6183,44,0,343,358,412,386,367.5,0,397
7703,36,0,343,403,412,403,377.17,2,397
5293,42,1,280,358,412,280,280,1,397
6375,52,1,343,358,412,305,305,1,305
6621,21,1,343,358,412,423,423,1,423
610,39,1,340.5,358,374,351.67,325.93,3,397
6229,27,1,343,358,332,332,304,1,397
1938,37,1,343,358,446,446,446,1,397
7557,42,1,343,358,412,386,482,0,397
7995,47,0,343,358,412,536,506,1,536
418,32,1,326,358,412,326,326,1,397
6667,37,1,343,358,412,386,418,0,397
7603,52,1,343,358,412,469,469,1,469
5439,37,1,343,358,412,312,312,1,312
6767,36,1,343,361,412,356.5,335.33,4,397
8287,47,1,343,358,412,347,347,1,347
7895,35,1,343,358,412,273,258,1,273
8141,42,1,343,358,316,316,316,1,397
5585,42,1,285,358,412,285,272.8,3,397
6083,21,0,343,358,412,430,430,1,430
1838,36,1,343,304,412,304,272.33,2,397
3996,21,1,343,358,412,386,403,0,397
4517,27,1,319,358,412,319,319,1,397
5562,21,0,343,358,427,427,427,1,397
6060,44,1,343,297.5,412,307,286.92,4,326
4019,41,0,343,358,412,386,379,0,397
4211,43,1,343,358,249,249,240.33,1,397
464,42,1,343,358,281,281,281,1,397
7457,57,0,343,358,442,442,442,1,397
5370,47,1,343,358,412,386,408,0,397
5393,21,0,343,358,412,514,514,1,514
7434,36,0,387,358,412,387,357.67,1,397
4188,37,1,343,358,412,386,295,0,397
3143,32,1,343,358,412,386,499,0,397
4586,27,0,373,358,412,373,373,1,397
3335,42,0,343,401,412,401,413,1,397
1171,32,1,343,358,412,443,443,1,443
2837,47,1,343,358,412,406,406,1,406
3312,25,1,343,358,334,334,294.2,1,397
1148,23,1,343,358,412,610,498,2,610
